Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_date,Condition,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Figure,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,panel,Platform,ReleaseDate,replicate,Sample Name,sample_type,section,SRA Study,strain,Also_present_in
SRR19211605,AMPLICON,246,58506359,PRJNA838025,SAMN28402487,"Microbe\, viral or environmental",36511146,GLADSTONE INSTITUTES,2021-04/2021-05,BA_PCR1,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX15275928,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_04,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,1,Main_4_m_BA_PCR1_rep1,Cell Culture,Main,SRP375182,bSLS.114,ED_6d_PCR2_rep1
SRR19211606,AMPLICON,246,14200375,PRJNA838025,SAMN28402486,"Microbe\, viral or environmental",7308899,GLADSTONE INSTITUTES,2021-05,AB_24hr_PCR2,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX15275927,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_59,SINGLE,PCR,GENOMIC,Escherichia coli,ghij,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_ghij_AB_24hr_PCR2_rep6,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211607,AMPLICON,246,19301637,PRJNA838025,SAMN28402485,"Microbe\, viral or environmental",10151963,GLADSTONE INSTITUTES,2021-05,AB_24hr_PCR1,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX15275926,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_55,SINGLE,PCR,GENOMIC,Escherichia coli,ghij,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_ghij_AB_24hr_PCR1_rep6,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211608,AMPLICON,246,52875927,PRJNA838025,SAMN28402484,"Microbe\, viral or environmental",27511813,GLADSTONE INSTITUTES,2021-05,AB_24hr_PCR2,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX15275925,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_51,SINGLE,PCR,GENOMIC,Escherichia coli,ghij,ILLUMINA,2022-07-31T00:00:00Z,5,Main_4_ghij_AB_24hr_PCR2_rep5,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211609,AMPLICON,241,25725650,PRJNA838025,SAMN28402483,"Microbe\, viral or environmental",13982269,GLADSTONE INSTITUTES,2021-05,AB_24hr_PCR1,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX15275924,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_16_116,SINGLE,PCR,GENOMIC,Escherichia coli,ghij,ILLUMINA,2022-07-31T00:00:00Z,5,Main_4_ghij_AB_24hr_PCR1_rep5,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211610,AMPLICON,246,37496436,PRJNA838025,SAMN28402285,"Microbe\, viral or environmental",23217041,GLADSTONE INSTITUTES,2019-12/2020-02,part_1_hr6,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX15275923,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_4_10,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,1,Main_1_ghi_part_1_hr6_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211611,AMPLICON,241,42052390,PRJNA838025,SAMN28402482,"Microbe\, viral or environmental",22843596,GLADSTONE INSTITUTES,2021-05,AB_24hr_PCR2,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX15275922,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_16_112,SINGLE,PCR,GENOMIC,Escherichia coli,ghij,ILLUMINA,2022-07-31T00:00:00Z,4,Main_4_ghij_AB_24hr_PCR2_rep4,Cell Culture,Main,SRP375182,bSLS.114,OMITTED LOW ACQUISITIONS
SRR19211612,AMPLICON,241,58514665,PRJNA838025,SAMN28402481,"Microbe\, viral or environmental",32977998,GLADSTONE INSTITUTES,2021-05,AB_24hr_PCR1,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX15275921,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_16_108,SINGLE,PCR,GENOMIC,Escherichia coli,ghij,ILLUMINA,2022-07-31T00:00:00Z,4,Main_4_ghij_AB_24hr_PCR1_rep4,Cell Culture,Main,SRP375182,bSLS.114,OMITTED LOW ACQUISITIONS
SRR19211613,AMPLICON,241,49102492,PRJNA838025,SAMN28402480,"Microbe\, viral or environmental",27454181,GLADSTONE INSTITUTES,2021-05,AB_24hr_PCR2,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX15275920,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_16_187,SINGLE,PCR,GENOMIC,Escherichia coli,ghij,ILLUMINA,2022-07-31T00:00:00Z,2,Main_4_ghij_AB_24hr_PCR2_rep2,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211614,AMPLICON,241,74615424,PRJNA838025,SAMN28402479,"Microbe\, viral or environmental",40851549,GLADSTONE INSTITUTES,2021-05,AB_24hr_PCR1,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX15275919,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_16_183,SINGLE,PCR,GENOMIC,Escherichia coli,ghij,ILLUMINA,2022-07-31T00:00:00Z,2,Main_4_ghij_AB_24hr_PCR1_rep2,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211616,AMPLICON,246,16353567,PRJNA838025,SAMN28402477,"Microbe\, viral or environmental",8599092,GLADSTONE INSTITUTES,2021-05,AB_PCR4,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX15275917,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_47,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_m_AB_PCR4_rep6,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghij_AB_48hr_PCR4_rep6||ED_6c_PCR4_rep6
SRR19211617,AMPLICON,246,16787270,PRJNA838025,SAMN28402476,"Microbe\, viral or environmental",8951615,GLADSTONE INSTITUTES,2021-05,AB_PCR3,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX15275916,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_35,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_m_AB_PCR3_rep6,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghij_AB_48hr_PCR3_rep6||ED_6c_PCR3_rep6
SRR19211618,AMPLICON,246,13255280,PRJNA838025,SAMN28402337,"Microbe\, viral or environmental",6753438,GLADSTONE INSTITUTES,2020-08/2020-10,v35_dRT,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX15275915,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_9_01,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,1,Main_2_bcd_v35_dRT_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211619,AMPLICON,246,7682992,PRJNA838025,SAMN28402336,"Microbe\, viral or environmental",3921359,GLADSTONE INSTITUTES,2020-05/2020-06,v35_bcA,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX15275914,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_6_32,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,3,Main_2_bcd_v35_bcA_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211620,AMPLICON,246,6702123,PRJNA838025,SAMN28402335,"Microbe\, viral or environmental",3427112,GLADSTONE INSTITUTES,2020-05/2020-06,v35_bcA,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX15275913,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_6_23,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,2,Main_2_bcd_v35_bcA_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211621,AMPLICON,246,24492225,PRJNA838025,SAMN28402334,"Microbe\, viral or environmental",12669934,GLADSTONE INSTITUTES,2020-06/2020-07,part_2_hr24,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX15275912,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_36,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,3,Main_1_ghi_part_2_hr24_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211622,AMPLICON,246,23502287,PRJNA838025,SAMN28402333,"Microbe\, viral or environmental",12097147,GLADSTONE INSTITUTES,2020-06/2020-07,part_2_hr22.5,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX15275911,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_35,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,3,Main_1_ghi_part_2_hr22.5_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211623,AMPLICON,246,32193357,PRJNA838025,SAMN28402270,"Microbe\, viral or environmental",20580241,GLADSTONE INSTITUTES,2017-04/2017-05,v35+RT,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX15275910,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,MS49_S2,SINGLE,PCR,GENOMIC,Escherichia coli,e,ILLUMINA,2022-07-31T00:00:00Z,1,Main_1_e_v35+RT_rep1,Cell Culture,Main,SRP375182,BL21-AI,Main_1f_v35_short_a1a2_rep1
SRR19211624,AMPLICON,246,22104335,PRJNA838025,SAMN28402332,"Microbe\, viral or environmental",11341607,GLADSTONE INSTITUTES,2020-06/2020-07,part_2_hr21,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX15275909,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_34,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,3,Main_1_ghi_part_2_hr21_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211625,AMPLICON,246,24918225,PRJNA838025,SAMN28402331,"Microbe\, viral or environmental",12743442,GLADSTONE INSTITUTES,2020-06/2020-07,part_2_hr19.5,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX15275908,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_33,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,3,Main_1_ghi_part_2_hr19.5_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211627,AMPLICON,246,28670415,PRJNA838025,SAMN28402329,"Microbe\, viral or environmental",14681890,GLADSTONE INSTITUTES,2020-06/2020-07,part_2_hr16.5,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX15275906,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_31,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,3,Main_1_ghi_part_2_hr16.5_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211628,AMPLICON,246,20922957,PRJNA838025,SAMN28402328,"Microbe\, viral or environmental",10833593,GLADSTONE INSTITUTES,2020-06/2020-07,part_2_hr15,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX15275905,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_30,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,3,Main_1_ghi_part_2_hr15_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211629,AMPLICON,246,19845602,PRJNA838025,SAMN28402327,"Microbe\, viral or environmental",10252580,GLADSTONE INSTITUTES,2020-06/2020-07,part_2_hr13.5,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX15275904,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_29,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,3,Main_1_ghi_part_2_hr13.5_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211630,AMPLICON,246,23579779,PRJNA838025,SAMN28402326,"Microbe\, viral or environmental",12165089,GLADSTONE INSTITUTES,2020-06/2020-07,part_2_hr12,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX15275903,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_28,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,3,Main_1_ghi_part_2_hr12_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211632,AMPLICON,246,29897074,PRJNA838025,SAMN28402324,"Microbe\, viral or environmental",15385742,GLADSTONE INSTITUTES,2020-06/2020-07,part_2_hr9,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX15275901,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_26,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,3,Main_1_ghi_part_2_hr9_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211634,AMPLICON,246,58607557,PRJNA838025,SAMN28402269,"Microbe\, viral or environmental",31759221,GLADSTONE INSTITUTES,2017-07/2017-08,v32-RT,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX15275899,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,MS54_S21,SINGLE,PCR,GENOMIC,Escherichia coli,e,ILLUMINA,2022-07-31T00:00:00Z,3,Main_1_e_v32-RT_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211635,AMPLICON,246,22791593,PRJNA838025,SAMN28402322,"Microbe\, viral or environmental",11795706,GLADSTONE INSTITUTES,2020-06/2020-07,part_2_hr22.5,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX15275898,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_24,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,2,Main_1_ghi_part_2_hr22.5_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211636,AMPLICON,246,19252963,PRJNA838025,SAMN28402321,"Microbe\, viral or environmental",9890480,GLADSTONE INSTITUTES,2020-06/2020-07,part_2_hr21,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX15275897,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_23,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,2,Main_1_ghi_part_2_hr21_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211637,AMPLICON,246,20952083,PRJNA838025,SAMN28402320,"Microbe\, viral or environmental",10826085,GLADSTONE INSTITUTES,2020-06/2020-07,part_2_hr19.5,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX15275896,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_22,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,2,Main_1_ghi_part_2_hr19.5_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211638,AMPLICON,246,20622129,PRJNA838025,SAMN28402319,"Microbe\, viral or environmental",10701064,GLADSTONE INSTITUTES,2020-06/2020-07,part_2_hr18,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX15275895,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_21,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,2,Main_1_ghi_part_2_hr18_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211639,AMPLICON,246,20574010,PRJNA838025,SAMN28402318,"Microbe\, viral or environmental",10549667,GLADSTONE INSTITUTES,2020-06/2020-07,part_2_hr16.5,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX15275894,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_20,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,2,Main_1_ghi_part_2_hr16.5_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211640,AMPLICON,246,22178943,PRJNA838025,SAMN28402317,"Microbe\, viral or environmental",11583464,GLADSTONE INSTITUTES,2020-06/2020-07,part_2_hr15,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX15275893,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_19,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,2,Main_1_ghi_part_2_hr15_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211641,AMPLICON,246,24323673,PRJNA838025,SAMN28402316,"Microbe\, viral or environmental",12581347,GLADSTONE INSTITUTES,2020-06/2020-07,part_2_hr13.5,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX15275892,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_18,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,2,Main_1_ghi_part_2_hr13.5_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211642,AMPLICON,246,25910310,PRJNA838025,SAMN28402315,"Microbe\, viral or environmental",13331926,GLADSTONE INSTITUTES,2020-06/2020-07,part_2_hr12,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX15275891,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_17,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,2,Main_1_ghi_part_2_hr12_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211643,AMPLICON,246,26962538,PRJNA838025,SAMN28402314,"Microbe\, viral or environmental",13845723,GLADSTONE INSTITUTES,2020-06/2020-07,part_2_hr10.5,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX15275890,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_16,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,2,Main_1_ghi_part_2_hr10.5_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211644,AMPLICON,246,24574558,PRJNA838025,SAMN28402313,"Microbe\, viral or environmental",12703330,GLADSTONE INSTITUTES,2020-06/2020-07,part_2_hr9,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX15275889,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_15,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,2,Main_1_ghi_part_2_hr9_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211645,AMPLICON,246,56899383,PRJNA838025,SAMN28402268,"Microbe\, viral or environmental",30856424,GLADSTONE INSTITUTES,2017-07/2017-08,v32-RT,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX15275888,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,MS54_S20,SINGLE,PCR,GENOMIC,Escherichia coli,e,ILLUMINA,2022-07-31T00:00:00Z,2,Main_1_e_v32-RT_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211646,AMPLICON,246,19923645,PRJNA838025,SAMN28402312,"Microbe\, viral or environmental",9417474,GLADSTONE INSTITUTES,2020-02/2020-05,part_2_hr24,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX15275887,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_5_69,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,1,Main_1_ghi_part_2_hr24_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211647,AMPLICON,246,14019051,PRJNA838025,SAMN28402311,"Microbe\, viral or environmental",6534741,GLADSTONE INSTITUTES,2020-02/2020-05,part_2_hr22.5,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX15275886,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_5_56,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,1,Main_1_ghi_part_2_hr22.5_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211648,AMPLICON,246,18720404,PRJNA838025,SAMN28402310,"Microbe\, viral or environmental",9180296,GLADSTONE INSTITUTES,2020-02/2020-05,part_2_hr21,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX15275885,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_5_19,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,1,Main_1_ghi_part_2_hr21_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211649,AMPLICON,246,23475111,PRJNA838025,SAMN28402309,"Microbe\, viral or environmental",12013511,GLADSTONE INSTITUTES,2020-02/2020-05,part_2_hr19.5,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX15275884,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_5_36,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,1,Main_1_ghi_part_2_hr19.5_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211650,AMPLICON,246,20681431,PRJNA838025,SAMN28402308,"Microbe\, viral or environmental",9737030,GLADSTONE INSTITUTES,2020-02/2020-05,part_2_hr18,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX15275883,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_5_35,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,1,Main_1_ghi_part_2_hr18_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211652,AMPLICON,246,24195789,PRJNA838025,SAMN28402306,"Microbe\, viral or environmental",11957728,GLADSTONE INSTITUTES,2020-02/2020-05,part_2_hr15,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX15275881,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_5_33,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,1,Main_1_ghi_part_2_hr15_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211654,AMPLICON,246,12698883,PRJNA838025,SAMN28402304,"Microbe\, viral or environmental",7524699,GLADSTONE INSTITUTES,2020-02/2020-05,part_2_hr12,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX15275879,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_5_31,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,1,Main_1_ghi_part_2_hr12_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211655,AMPLICON,246,18315240,PRJNA838025,SAMN28402303,"Microbe\, viral or environmental",8617862,GLADSTONE INSTITUTES,2020-02/2020-05,part_2_hr10.5,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX15275878,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_5_30,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,1,Main_1_ghi_part_2_hr10.5_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211656,AMPLICON,246,71741982,PRJNA838025,SAMN28402267,"Microbe\, viral or environmental",38613682,GLADSTONE INSTITUTES,2017-07/2017-08,v32-RT,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX15275877,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,MS54_S19,SINGLE,PCR,GENOMIC,Escherichia coli,e,ILLUMINA,2022-07-31T00:00:00Z,1,Main_1_e_v32-RT_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211657,AMPLICON,246,15754819,PRJNA838025,SAMN28402302,"Microbe\, viral or environmental",7319871,GLADSTONE INSTITUTES,2020-02/2020-05,part_2_hr9,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX15275876,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_5_29,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,1,Main_1_ghi_part_2_hr9_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211658,AMPLICON,246,19250349,PRJNA838025,SAMN28402301,"Microbe\, viral or environmental",9943414,GLADSTONE INSTITUTES,2020-06/2020-07,part_1_hr24,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX15275875,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_14,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,3,Main_1_ghi_part_1_hr24_rep3,Cell Culture,Main,SRP375182,BL21-AI,
